id,years_active,years_plus,gdppc,colony_bool,prim_meth,sec_defect,regime_support,repression,camp_support,camp_size,sdirect,indiscrim,cold_war,pi_education,pi_soc_welfare,pi_trad_media,pi_new_media,pi_police,pi_armed_wing,pi_courts,pi_pol_party,any_pi,in_media,failure,success
101,2,3,NA,1,1,0,1,3,0,3,0,1,1,0,0,1,0,0,0,1,0,1,2,0,0
101,3,4,NA,1,1,0,0,3,1,3,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0
101,4,5,NA,1,1,0,0,3,1,3,1,0,1,0,0,1,0,0,0,1,0,1,2,0,0
101,5,6,1159,1,1,0,0,3,1,3,1,0,1,0,0,1,0,0,0,1,0,1,2,0,1
102,1,2,1533,1,1,0,0,0,NA,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,0,0
102,2,3,1613,1,1,0,0,3,NA,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,0
102,3,4,1530,1,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0
102,4,5,1570,1,1,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0
102,5,6,1613,1,1,0,0,3,NA,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
103,1,2,5887,0,1,NA,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
103,2,3,6535,0,1,NA,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
104,1,2,7296,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0
104,2,3,8247,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0
104,3,4,8706,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0
104,4,5,9210,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
104,5,6,9377,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0
104,6,7,10665,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0
104,7,8,10205,0,0,0,1,3,0,2,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0
104,8,9,8710,0,0,1,1,3,0,5,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0
104,9,10,7678,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1
105,1,2,3782.4526,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105,2,3,6061.5546,1,1,1,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
105,3,4,6441.4102,1,1,1,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
105,4,5,7117.6135,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105,5,6,7587.6057,1,1,0,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
105,6,7,8587.2647,1,1,0,1,3,0,3,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0
105,7,8,9268.7092,1,1,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
105,8,9,10274.3303,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105,9,10,11484,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105,10,11,12652,1,1,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
105,11,12,13158,1,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
106,1,2,4889,1,0,0,0,2,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
106,2,3,4697,1,0,0,0,2,0,4,0,1,1,0,0,1,0,0,0,1,1,1,2,0,0
106,3,4,4708.2319,1,0,0,0,3,0,3,0,1,1,0,0,1,0,0,0,1,1,1,2,0,0
106,4,5,4850.2233,1,1,0,1,3,1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0
106,5,6,4816.9236,1,1,1,1,3,1,2,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0
106,6,7,4856.9854,1,1,1,1,3,1,2,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0
106,7,8,5142.384,1,1,0,1,3,1,2,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0
106,8,9,5451.6344,1,1,0,1,3,1,1,0,1,0,0,0,1,0,0,0,1,1,1,2,0,0
106,9,10,5638.4802,1,1,0,1,3,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0
106,10,11,6069.7773,1,1,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0
106,11,12,6421.5085,1,1,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0
106,12,13,6834.5539,1,1,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0
106,13,14,7218.2458,1,1,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
106,14,15,7814.8382,1,1,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
106,15,16,8590.1775,1,1,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0
106,16,17,9182.2942,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0
106,17,18,9969.6226,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0
106,18,19,10385.7791,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0
106,19,20,10974.7423,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0
106,20,21,11475.0024,1,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
106,21,22,11907.0215,1,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
106,22,23,12587.7443,1,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
106,23,24,13204,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0
106,24,25,13379,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0
106,25,26,13494,1,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0
107,1,2,2373.0569,1,1,0,1,3,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
107,2,3,2461.3003,1,1,NA,1,3,0,2,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0
107,3,4,2642.5208,1,1,0,1,3,0,2,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0
107,4,5,2903.8009,1,1,0,0,3,0,2,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0
107,5,6,3233.6977,1,1,0,1,3,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
107,6,7,3478.8876,1,1,0,1,3,1,2,1,1,0,0,1,0,0,0,0,1,0,1,2,0,0
107,7,8,3580.1878,1,1,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,NA,0,0
107,8,9,3707.3027,1,1,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,NA,0,0
107,9,10,3669,1,1,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,NA,0,0
107,10,11,3231,1,1,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,NA,1,0
108,1,2,2322,1,1,0,1,3,1,2,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
109,1,2,NA,1,1,0,0,2,0,NA,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
109,2,3,NA,1,1,0,0,2,0,NA,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
109,3,4,NA,1,1,0,0,3,1,2,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
109,4,5,NA,1,1,0,0,3,1,2,0,0,1,1,0,1,1,1,0,1,0,1,2,0,1
110,1,2,2337.5227,1,1,0,0,3,1,2,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
111,1,2,7678,0,1,0,0,3,0,2,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
111,2,3,6334,0,1,0,0,3,1,2,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
111,3,4,5887,0,1,0,0,3,1,2,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
111,4,5,6535,0,1,0,0,3,1,2,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
111,5,6,7108,0,1,0,0,3,1,2,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
111,6,7,6951,0,1,0,0,3,1,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
111,7,8,6853,0,1,0,0,3,1,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
111,8,9,5984,0,1,1,0,3,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
111,9,10,5713,0,1,0,0,3,1,2,0,NA,1,0,0,0,0,0,0,1,0,1,0,0,0
111,10,11,5249,0,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
111,11,12,5303,0,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
111,12,13,5620,0,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
111,13,14,6380.5499,0,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
111,14,15,7036.3151,0,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
111,15,16,6914.7666,0,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
111,16,17,6884.7062,0,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
111,17,18,7093.7349,0,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
111,18,19,7746.409,0,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
112,1,2,523.8681,1,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
112,2,3,489.6422,1,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1
115,1,2,2087,1,1,0,0,3,1,1,0,1,1,1,0,1,1,0,0,1,0,1,2,0,0
115,2,3,2062.3102,1,1,0,0,3,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
115,3,4,2115.2574,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
115,4,5,2176.4278,1,1,0,1,3,1,2,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
115,5,6,2254.8989,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
115,6,7,2355.9632,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
115,7,8,2475.5681,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
115,8,9,2514.0217,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
115,9,10,2611.7814,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,2,0,0
115,10,11,2707.7406,1,1,0,0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,2,0,0
115,11,12,2753.0855,1,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,2,0,0
115,12,13,2837.8555,1,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,2,0,0
115,13,14,2870.9236,1,1,0,1,3,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0
115,14,15,3035.9225,1,1,0,1,3,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0
115,15,16,3212.511,1,1,0,0,3,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0
115,16,17,3396.6487,1,1,0,1,3,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0
115,17,18,3629.4111,1,1,1,1,3,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0
115,18,19,3870.6989,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
115,19,20,4030.6544,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0
115,20,21,4270.7078,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0
115,21,22,4525.7455,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0
115,22,23,4768,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
115,23,24,4932,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
115,24,25,5172,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
116,1,2,1192,1,1,0,1,3,1,2,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0
116,2,3,1041,1,1,0,1,3,1,2,0,1,1,0,0,1,1,1,0,1,1,1,2,0,0
116,3,4,1223,1,1,0,1,3,1,2,0,1,1,0,0,1,1,1,0,1,1,1,2,0,0
116,4,5,1248,1,1,0,1,3,0,2,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0
116,5,6,1191,1,1,0,NA,3,NA,1,NA,NA,1,0,0,0,0,0,0,0,1,1,NA,0,0
116,6,7,1176,1,1,0,NA,3,NA,1,NA,NA,1,0,0,0,0,0,0,0,1,1,NA,1,0
117,1,2,1070,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,2,3,1031,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,3,4,1084,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,4,5,1135,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,5,6,1074,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,6,7,1095,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,7,8,1116,1,1,0,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
117,8,9,1143,1,1,0,1,3,1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
117,9,10,1164,1,1,0,1,3,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
117,10,11,1151,1,1,0,1,3,1,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
117,11,12,1031,1,1,0,1,3,1,2,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0
117,12,13,980,1,1,0,1,3,1,3,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0
117,13,14,920,1,1,0,1,3,1,3,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0
117,14,15,1239,1,1,0,1,3,1,3,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0
117,15,16,1049,1,1,0,1,3,1,3,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0
117,16,17,925,1,1,0,1,3,1,3,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,1
118,1,2,7365.8027,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0
118,2,3,7661.8599,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0
118,3,4,8021.8835,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0
119,1,2,20850,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
119,2,3,18754,0,0,0,0,3,1,1,0,0,1,1,0,1,1,0,0,0,1,1,2,0,0
119,3,4,16725.9667,0,0,0,0,3,1,1,1,1,1,1,0,1,1,0,0,0,0,1,2,0,0
119,4,5,13074.5717,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
119,5,6,10226.1786,0,0,0,0,3,1,NA,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
119,6,7,10762.507099999999,0,0,0,1,1,0,NA,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0
119,7,8,11611.3967,0,0,0,1,2,0,NA,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0
119,8,9,12648.4035,0,0,0,1,3,0,NA,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0
119,9,10,13985.7027,0,1,0,1,3,0,2,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
119,10,11,14756.5651,0,1,0,0,3,0,2,1,1,0,1,0,1,1,0,0,1,0,1,2,0,0
119,11,12,13568.1531,0,1,0,0,3,0,2,1,1,0,1,0,1,1,0,0,1,0,1,2,1,0
120,1,2,20994,0,0,1,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
121,1,2,6268,1,1,0,0,3,1,2,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
121,2,3,5992,1,1,0,0,3,1,2,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
121,3,4,6052,1,1,1,0,3,1,2,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
121,4,5,4635,1,1,0,0,3,1,2,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0
121,5,6,4098,1,1,0,0,3,1,2,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0
121,6,7,3918,1,1,1,0,3,1,2,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
121,7,8,1518.7421,1,1,1,0,3,1,2,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
121,8,9,2046.1809,1,1,0,0,3,1,2,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
121,9,10,2132.3823,1,1,NA,0,3,1,2,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0
122,1,2,4720,1,1,0,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,2,3,4809,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,3,4,4578,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,4,5,4965,1,1,1,0,3,1,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
122,5,6,5241,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,6,7,5338,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,7,8,5043,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
122,8,9,5745,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,9,10,5745,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
122,10,11,5536,1,1,1,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
122,11,12,5686,1,1,0,0,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
122,12,13,5297,1,1,0,1,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
122,13,14,5982,1,1,0,1,3,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
122,14,15,6097,1,1,0,1,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
122,15,16,6878,1,1,0,1,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
123,1,2,5742,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
123,2,3,5161.9041,0,0,0,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
124,1,2,858,1,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
124,2,3,877,1,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
124,3,4,902,1,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
124,4,5,929,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
124,5,6,932,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
124,6,7,915.4053,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
124,7,8,934.8263,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
124,8,9,959.1881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
124,9,10,994.5334,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
124,10,11,1054.7139,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
124,11,12,1091.5275,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,12,13,1107.5009,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,13,14,1137.6382,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,14,15,1185.4313,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,15,16,1191.9539,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,16,17,1255.8844,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,17,18,1301.0588,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,18,19,1335.0305,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,19,20,1364.6852,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,20,21,1451.0973,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,21,22,1501.3855,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
124,22,23,1569.8298,1,1,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
124,23,24,1679.3995,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
124,24,25,1757.3862,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,25,26,1831.2907,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,26,27,1890,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,27,28,1877,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
124,28,29,1889,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
125,1,2,2327,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0
125,2,3,2378,1,0,0,0,3,0,2,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0
125,3,4,2418,1,0,0,0,3,0,2,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0
125,4,5,2434,1,0,0,0,3,0,2,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0
125,5,6,2464,1,1,0,0,3,NA,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
125,6,7,2582,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
125,7,8,2694,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
125,8,9,2815,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
125,9,10,2917,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
125,10,11,3049,1,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,NA,0,0
125,11,12,3151,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
125,12,13,3268,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
125,13,14,3387,1,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
125,14,15,3484,1,1,0,0,3,1,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,15,16,3607,1,1,0,0,3,1,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,16,17,3590,1,1,0,0,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,17,18,3633,1,1,0,1,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,18,19,3677,1,1,0,1,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,19,20,3864,1,1,0,1,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,20,21,4214.9819,1,1,0,0,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0
125,21,22,4020.9742,1,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,22,23,4247.023,1,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,23,24,4500.8196,1,1,0,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,24,25,4702.2947,1,1,0,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,25,26,5187.7088,1,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,26,27,5628.5303,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,27,28,5440.221,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,28,29,5488.5154,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,29,30,5841.0941,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,30,31,5620.9658,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,31,32,5721.3087,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,32,33,5963.5697,1,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,33,34,6191.9664,1,1,0,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,34,35,6491.1982,1,1,0,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,35,36,6904.0361,1,1,0,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0
125,36,37,7283.6321,1,1,0,1,3,0,1,0,0,0,1,1,1,1,1,0,1,1,1,2,0,0
125,37,38,7622.4089,1,1,0,1,3,0,1,0,1,0,1,1,1,1,1,0,1,1,1,2,0,0
125,38,39,7796.6474,1,1,0,1,3,0,1,0,1,0,1,1,1,1,1,0,1,1,1,2,1,0
126,1,2,848.4212,0,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
126,2,3,971.933,0,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
126,3,4,1097.2496,0,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
126,4,5,1342.7588,0,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
126,5,6,851.911,0,1,0,1,3,1,2,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1
127,1,2,15661,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
127,2,3,15806,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0
127,3,4,13774.934,0,0,0,0,3,1,4,0,1,1,0,0,1,0,0,0,0,1,1,2,0,1
